filename;phi_str;algorithm;hill_climbing_by;controlpoints;scalar;partitions_1;partitions_2;T_playout;N_max;falsified_at_all;total_time;best_robustness;falsified_in_preprocessing;time_for_preprocessing;falsified_after_preprocessing;time_for_postpreprocessing
mctsbasic_AT53_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 3.0) and ev_[0.001, 0.1] (gear[t] == 3.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 3.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;2.415033;-1;1;2.415033;1;0
mctsbasic_AT53_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 3.0) and ev_[0.001, 0.1] (gear[t] == 3.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 3.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;2.560149;-1.77635683940025e-13;1;2.560149;1;0
mctsbasic_AT53_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 3.0) and ev_[0.001, 0.1] (gear[t] == 3.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 3.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;1.315014;-1;1;1.315014;1;0
mctsbasic_AT53_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 3.0) and ev_[0.001, 0.1] (gear[t] == 3.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 3.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;0.600638;-1;1;0.600638;1;0
mctsbasic_AT53_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 3.0) and ev_[0.001, 0.1] (gear[t] == 3.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 3.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;1.851083;-1;1;1.851083;1;0
mctsbasic_AT53_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 3.0) and ev_[0.001, 0.1] (gear[t] == 3.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 3.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;1.313729;-1;1;1.313729;1;0
mctsbasic_AT53_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 3.0) and ev_[0.001, 0.1] (gear[t] == 3.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 3.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;1.291289;-1;1;1.291289;1;0
mctsbasic_AT53_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 3.0) and ev_[0.001, 0.1] (gear[t] == 3.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 3.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;1.328388;-1;1;1.328388;1;0
mctsbasic_AT53_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 3.0) and ev_[0.001, 0.1] (gear[t] == 3.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 3.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;0.89252;-1;1;0.89252;1;0
mctsbasic_AT53_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 3.0) and ev_[0.001, 0.1] (gear[t] == 3.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 3.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;0.552753;-1;1;0.552753;1;0
