filename;phi_str;algorithm;hill_climbing_by;controlpoints;scalar;partitions_1;partitions_2;T_playout;N_max;falsified_at_all;total_time;best_robustness;falsified_in_preprocessing;time_for_preprocessing;falsified_after_preprocessing;time_for_postpreprocessing
mctsbasic_AT54_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 4.0) and ev_[0.001, 0.1] (gear[t] == 4.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 4.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;2.419383;-3.5527136788005e-13;1;2.419383;1;0
mctsbasic_AT54_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 4.0) and ev_[0.001, 0.1] (gear[t] == 4.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 4.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;1.316856;-3.5527136788005e-13;1;1.316856;1;0
mctsbasic_AT54_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 4.0) and ev_[0.001, 0.1] (gear[t] == 4.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 4.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;4.211446;-3.5527136788005e-13;1;4.211446;1;0
mctsbasic_AT54_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 4.0) and ev_[0.001, 0.1] (gear[t] == 4.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 4.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;2.563815;-1.77635683940025e-13;1;2.563815;1;0
mctsbasic_AT54_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 4.0) and ev_[0.001, 0.1] (gear[t] == 4.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 4.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;0.620399;-1.77635683940025e-13;1;0.620399;1;0
mctsbasic_AT54_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 4.0) and ev_[0.001, 0.1] (gear[t] == 4.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 4.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;0.531831;-1.77635683940025e-13;1;0.531831;1;0
mctsbasic_AT54_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 4.0) and ev_[0.001, 0.1] (gear[t] == 4.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 4.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;0.493514;-1.77635683940025e-13;1;0.493514;1;0
mctsbasic_AT54_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 4.0) and ev_[0.001, 0.1] (gear[t] == 4.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 4.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;0.536517;-1.77635683940025e-13;1;0.536517;1;0
mctsbasic_AT54_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 4.0) and ev_[0.001, 0.1] (gear[t] == 4.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 4.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;0.513123;-1.77635683940025e-13;1;0.513123;1;0
mctsbasic_AT54_5_0.2_3_5_40_cmaes_15;alw_[0.0, 30.0] ((not(gear[t] == 4.0) and ev_[0.001, 0.1] (gear[t] == 4.0)) => ev_[0.001, 0.1] alw_[0.0, 2.5] (gear[t] == 4.0));mctsbasic;cmaes;5;0.2;3;5;15;40;1;0.922132;-3.5527136788005e-13;1;0.922132;1;0
