filename;phi_str;algorithm;hill_climbing_by;controlpoints;scalar;partitions_1;partitions_2;T_playout;N_max;falsified_at_all;total_time;best_robustness;falsified_in_preprocessing;time_for_preprocessing;falsified_after_preprocessing;time_for_postpreprocessing
mctsbasic_afc27_10_0.2_3_5_80_cmaes_8;alw_[11.0, 50.0] ((((throttle[t] < 8.8) and ev_[0.0, 0.05] (40.0 < throttle[t])) or ((40.0 < throttle[t]) and ev_[0.0, 0.05] (throttle[t] < 8.8))) => alw_[1.0, 5.0] (mu[t] < 0.008 and mu[t]>-0.008));mctsbasic;cmaes;10;0.2;3;5;8;80;1;16.876905;-0.0103180763612016;1;16.876905;1;0
mctsbasic_afc27_10_0.2_3_5_80_cmaes_8;alw_[11.0, 50.0] ((((throttle[t] < 8.8) and ev_[0.0, 0.05] (40.0 < throttle[t])) or ((40.0 < throttle[t]) and ev_[0.0, 0.05] (throttle[t] < 8.8))) => alw_[1.0, 5.0] (mu[t] < 0.008 and mu[t]>-0.008));mctsbasic;cmaes;10;0.2;3;5;8;80;1;9.114969;-0.00938873328195555;1;9.114969;1;0
mctsbasic_afc27_10_0.2_3_5_80_cmaes_8;alw_[11.0, 50.0] ((((throttle[t] < 8.8) and ev_[0.0, 0.05] (40.0 < throttle[t])) or ((40.0 < throttle[t]) and ev_[0.0, 0.05] (throttle[t] < 8.8))) => alw_[1.0, 5.0] (mu[t] < 0.008 and mu[t]>-0.008));mctsbasic;cmaes;10;0.2;3;5;8;80;1;52.681685;-0.00433205531234382;1;52.681685;1;0
mctsbasic_afc27_10_0.2_3_5_80_cmaes_8;alw_[11.0, 50.0] ((((throttle[t] < 8.8) and ev_[0.0, 0.05] (40.0 < throttle[t])) or ((40.0 < throttle[t]) and ev_[0.0, 0.05] (throttle[t] < 8.8))) => alw_[1.0, 5.0] (mu[t] < 0.008 and mu[t]>-0.008));mctsbasic;cmaes;10;0.2;3;5;8;80;1;92.069646;-0.00723252918187235;1;92.069646;1;0
mctsbasic_afc27_10_0.2_3_5_80_cmaes_8;alw_[11.0, 50.0] ((((throttle[t] < 8.8) and ev_[0.0, 0.05] (40.0 < throttle[t])) or ((40.0 < throttle[t]) and ev_[0.0, 0.05] (throttle[t] < 8.8))) => alw_[1.0, 5.0] (mu[t] < 0.008 and mu[t]>-0.008));mctsbasic;cmaes;10;0.2;3;5;8;80;1;9.597407;-0.000863929052042078;1;9.597407;1;0
mctsbasic_afc27_10_0.2_3_5_80_cmaes_8;alw_[11.0, 50.0] ((((throttle[t] < 8.8) and ev_[0.0, 0.05] (40.0 < throttle[t])) or ((40.0 < throttle[t]) and ev_[0.0, 0.05] (throttle[t] < 8.8))) => alw_[1.0, 5.0] (mu[t] < 0.008 and mu[t]>-0.008));mctsbasic;cmaes;10;0.2;3;5;8;80;1;19.343831;-0.0126212028554931;1;19.343831;1;0
mctsbasic_afc27_10_0.2_3_5_80_cmaes_8;alw_[11.0, 50.0] ((((throttle[t] < 8.8) and ev_[0.0, 0.05] (40.0 < throttle[t])) or ((40.0 < throttle[t]) and ev_[0.0, 0.05] (throttle[t] < 8.8))) => alw_[1.0, 5.0] (mu[t] < 0.008 and mu[t]>-0.008));mctsbasic;cmaes;10;0.2;3;5;8;80;1;67.352054;-0.000652921815645691;1;67.352054;1;0
mctsbasic_afc27_10_0.2_3_5_80_cmaes_8;alw_[11.0, 50.0] ((((throttle[t] < 8.8) and ev_[0.0, 0.05] (40.0 < throttle[t])) or ((40.0 < throttle[t]) and ev_[0.0, 0.05] (throttle[t] < 8.8))) => alw_[1.0, 5.0] (mu[t] < 0.008 and mu[t]>-0.008));mctsbasic;cmaes;10;0.2;3;5;8;80;1;25.635633;-0.0108489395565883;1;25.635633;1;0
mctsbasic_afc27_10_0.2_3_5_80_cmaes_8;alw_[11.0, 50.0] ((((throttle[t] < 8.8) and ev_[0.0, 0.05] (40.0 < throttle[t])) or ((40.0 < throttle[t]) and ev_[0.0, 0.05] (throttle[t] < 8.8))) => alw_[1.0, 5.0] (mu[t] < 0.008 and mu[t]>-0.008));mctsbasic;cmaes;10;0.2;3;5;8;80;1;74.771983;-0.00718567515086832;1;74.771983;1;0
mctsbasic_afc27_10_0.2_3_5_80_cmaes_8;alw_[11.0, 50.0] ((((throttle[t] < 8.8) and ev_[0.0, 0.05] (40.0 < throttle[t])) or ((40.0 < throttle[t]) and ev_[0.0, 0.05] (throttle[t] < 8.8))) => alw_[1.0, 5.0] (mu[t] < 0.008 and mu[t]>-0.008));mctsbasic;cmaes;10;0.2;3;5;8;80;1;16.172902;-0.00159940130276226;1;16.172902;1;0
